v1,cleaned_text
ham,sun cant come earth send luv rays cloud cant come river send luv rain cant come meet u send care msg u gud evng
ham,doesnt make sense take unless free need know wikipediacom
spam,premium phone services call
ham,sea lays rock rock envelope envelope paper paper words
ham,mums repent
ham,sorry going home first daddy come fetch ì later
ham,leave de start prepare next
ham,yes baby study positions kama sutra
ham,en chikku nange bakra msg kalstiyathen teacoffee
ham,carlosll minute still need buy
ham,pay decimal lakhs
ham,good evening ttyl
ham,u receive msg
ham,ho ho big belly laugh see ya tomo
spam,sms ac sun posts helloyou seem cool
spam,get ur st ringtone free reply msg tone gr top tones phone every week å£ per wk opt send stop
ham,ditto wont worry saying anything anymore like said last night whatever want ill peace
ham,ive got way could pick
ham,dont knw pa drink milk
ham,maybe say hi find got card great escape wetherspoons
ham,piggy r u awake bet ure still sleeping im going lunch
ham,cause im freaky lol
ham,missed call cause yelling scrappy miss u cant wait u come home im lonely today
ham,hex place talk explain
ham,ìï log wat sdrybi
ham,xy going e lunch
spam,hi im sue years old work lapdancer love sex text live im bedroom text sue textoperator g da ppmsg
ham,wanted ask ì wait finish lect cos lect finishes hour anyway
ham,finished work yet
ham,every king crying baby every great building map imprtant u r today u wil reach tomorw gud ni
ham,dearme cherthalain case u r coming cochin pls call bfore u starti shall also reach accordinglyor tell day u r comingtmorow engaged ans holiday
ham,thanks love torch bold
spam,please call immediately urgent message waiting
ham,farm open
ham,sorry trouble u buy dad big small sat n sun thanx
ham,sister law hope great month saying hey abiola
ham,purchase stuff today mail po box number
ham,ah poop looks like ill prob send laptop get fixed cuz gpu problem
ham,good good job like entrepreneurs
ham,aight close still around alexs place
ham,meet corporation st outside gap û see mind working
ham,mum ask ì buy food home
ham,ku also dont msg reply msg
ham,much r ì willing pay
ham,important prevent dehydration giving enough fluids
ham,thats bit weird even supposed happening good idea sure pub
ham,true deari sat pray evening felt soso smsd time
ham,dont think get away trek long family town sorry
ham,wanna gym harri
ham,quite late lar ard anyway wun b drivin
spam,review keep fantastic nokia ngage game deck club nokia go unsubscribe alerts reply word
spam,mths half price orange line rental latest camera phones free phone mths call mobilesdirect free update orstoptxt tcs
ham,height confidence aeronautics professors wer calld wer askd sit aeroplane aftr sat wer told dat plane ws made students dey hurried plane bt didnt move saidif made students
ham,seems like weird timing night g want come smoke day shitstorm attributed always coming making everyone smoke
spam,ampm cost p
ham,save stress person dorm account send account details money sent
ham,also knows lunch menu da know
ham,stuff sell ill tell
spam,urgent nd attempt contact uu å£ call b tcsbcmwcnxx callcost ppm mobilesvary maxå£
ham,book lesson msg call work sth im going get specs membership px
spam,guaranteed å£ cash å£ prize claim yr prize call customer service representative ampm
ham,macha dont feel upseti assume mindsetbelieve one evening wonderful plans uslet life begin againcall anytime
ham,oh send address
ham,sfine anytime best
ham,wondar full flim
ham,ya even cookies jelly
ham,world running stillmaybe feeling sameso itor admiti madthen correctionor let call lifeand keep running worldmay u r also runninglets run
ham,got looks scrumptious daddy wants eat night long
ham,cos lar im ba dao ok pm lor u never ask go ah said u would ask fri said u ask today
ham,alright omw gotta change order halfth
ham,exactly anyways far jide study visiting
ham,dunno u ask
spam,email alertfrom jeri stewartsize kbsubject lowcost prescripiton drvgsto listen email call
ham,didnt spring coming early yay
ham,lol wont feel bad use money take steak dinner
ham,even u dont get trouble convincingjust tel twice tel neglect msgs dont c read itjust dont reply
ham,leaving qatar tonite search opportunityall went fastpls add ur prayers dearrakhesh
ham,one talking
ham,thanks looking really appreciate
spam,hi customer loyalty offerthe new nokia mobile å£ txtauction txt word start get tctxt tc pmtmsg
ham,wish
ham,haha mayb ure rite u know well da feeling liked someone gd lor u faster go find one gals group attached liao
ham,yes glad made
ham,well little time thing good times ahead
ham,got room soon û hadnt put clocks back til shouted everyone get realised wahay another hour bed
ham,ok may free gym
ham,men like shorter ladies gaze eyes
ham,dunno jus say go lido time
ham,promise take good care princess run please send pics get chance ttyl
spam,u subscribed best mobile content service uk å£ per days send stop helpline
ham,reason weve spoken year anyways great week best exam
ham,monday next week give full gist
spam,realize years well thousands old ladies running around tattoos
spam,important customer service announcement premier
ham,dont gimme lip caveboy
ham,get library
ham,realy sorryi dont recognise number confused r u please
ham,didnt holla
ham,cant think anyone spare room top head
ham,faith makes things possiblehope makes things worklove makes things beautifulmay three christmasmerry christmas
ham,u made appointment
ham,call youcarlos isare phones vibrate acting might hear texts
spam,romantic paris nights flights å£ book next year call tscs apply
ham,grandmas oh dear u still ill felt shit morning think hungover another night leave sat
spam,urgent ur å£ guaranteed award still unclaimed call closingdate claimcode mm å£pmmorefrommobilebremovedmobypoboxlsyf
ham,nothing jus tot u would ask cos u ba gua went mt faber yest yest jus went already mah today going jus call lor
ham,wishing family merry x mas happy new year advance
spam,ur awarded city break could win å£ summer shopping spree every wk txt store skilgme tscswinawkage å£perwksub
ham,im nt goin got somethin unless meetin dinner lor haha wonder go tis time
ham,lol know theyre dramatic schools already closed tomorrow apparently cant drive inch snow supposed get
ham,getting anywhere damn job hunting
ham,lol u drunkard hair moment yeah still tonight wats plan
ham,idc get weaseling way shit twice row
ham,wil minutes got space
ham,thanks picking trash
ham,dont go tell friend youre sure want live smokes much spend hours begging come smoke
ham,hi kate lovely see tonight ill phone tomorrow got sing guy gave card xxx
ham,happy new year dear brother really miss got number decided send text wishing happiness abiola
ham,means get door
ham,hmmm thought said hours slave late punish
ham,beerage
spam,important customer service announcement premier call freephone
ham,dont think turns like randomlly within min opening
ham,supposed couldnt make shes still town though
ham,time fixes spelling sometimes gets completely diff word go figure
spam,ever thought living good life perfect partner txt back name age join mobile community psms
spam,free top polyphonic tones call national rate get toppoly tune sent every week text subpoly å£ per pole unsub
ham,hoping enjoyed game yesterday sorry ive touch pls know fondly bein thot great week abiola
ham,e best ur driving tmr
ham,ywhere u dogbreath sounding like jan c thatåõs al
ham,omg want scream weighed lost weight woohoo
ham,generally isnt one uncountable noun u dictionary pieces research
ham,really getting hanging around
spam,orange customer may claim free camera phone upgrade loyalty call offer ends thmarch tcs apply optout availa
ham,petey boy whereare friendsare thekingshead come canlove nic
ham,ok msg u b leave house
ham,gimme minutes ago
spam,last chance claim ur å£ worth discount vouchers today text shop savamob offers mobile cs savamob pobox muz å£ sub
ham,appt time fault u dont listen told u twice
spam,free st week nokia tone ur mobile every week txt nokia get txting tell ur mates pobox wwq normptone
spam,guaranteed å£ award even å£ cashto claim ur award call free stop getstop php rg jx
ham,k ill
ham,dled imp
ham,sure make sure knows aint smokin yet
ham,boooo always work quit
ham,taking half day leave bec well
ham,ugh dont wanna get bed warm
ham,ssnervous
ham,theres ring comes guys costumes gift future yowifes hint hint
spam,congratulations ur awarded either å£ cd gift vouchers free entry å£ weekly draw txt music tncs
ham,borrow ur bag ok
spam,u outbid simonwatson shinco dvd plyr bid visit sms acsmsrewards end bid notifications reply end
ham,wheres boytoy miss happened
ham,lots used ones babe model doesnt help youi bring hell match
ham,also bringing galileo dobby
ham,responding
